,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster_length0,cluster_length1,cluster_length2,cluster_length3,cluster_length4,cluster_length5,cluster_length6,cluster_length7,cluster_length8,cluster_length9
132,3.0851,3.2027,-1,3.0752,3.2262,3.0665,3.4473,3.1198,3.158,3.0835,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
133,3.0851,3.2069,-1,3.0757,3.2262,3.067,3.4559,3.1226,3.1593,3.0846,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
134,3.0862,3.2069,-1,3.0757,3.2262,3.067,3.4763,3.1238,3.1605,3.0851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
135,3.0867,3.2069,-1,3.0768,3.2262,3.0685,3.4935,3.1249,3.1605,3.0851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
136,3.0872,3.209,-1,3.0773,3.2321,3.0691,3.4949,3.1249,3.1612,3.0867,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
137,3.0872,3.2125,-1,3.0783,3.2358,3.0711,3.5031,3.1249,3.1618,3.0872,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
138,3.0872,3.214,-1,3.0788,3.2388,3.0721,3.5086,3.1255,3.1624,3.0888,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
139,3.0883,3.2197,-1,3.0788,3.2418,3.0721,3.5143,3.1261,3.1637,3.0899,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
140,3.0888,3.2226,-1,3.0788,3.2628,3.0721,3.5171,3.1273,3.1637,3.0899,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
141,3.0899,3.224,-1,3.0788,3.2668,3.0731,3.5214,3.1273,3.1649,3.0904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
142,3.091,3.2262,-1,3.0804,3.2708,3.0737,3.5302,3.1296,3.1662,3.0904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
143,3.0937,3.2277,-1,3.0809,3.2708,3.0752,3.5317,3.1302,3.1675,3.0915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
144,3.0958,3.2277,-1,3.082,3.2749,3.0752,3.5436,3.1319,3.1675,3.0937,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
145,3.098,3.2306,-1,3.0825,3.2765,3.0752,3.5575,3.1319,3.1675,3.0937,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
146,3.1002,3.2358,-1,3.083,3.2765,3.0757,3.5638,3.1325,3.1688,3.0937,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
147,3.1002,3.2366,-1,3.083,3.2765,3.0757,3.5735,3.1349,3.1694,3.0942,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
148,3.1007,3.2366,-1,3.083,3.2765,3.0768,3.5751,3.1349,3.1694,3.0947,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
149,3.104,3.2411,-1,3.0835,3.2765,3.0773,3.585,3.1361,3.1713,3.0953,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
150,3.1046,3.2411,-1,3.0857,3.2765,3.0783,3.6162,3.1409,3.1733,3.0958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
151,3.1051,3.2418,-1,3.0857,3.2765,3.0788,3.6216,3.1415,3.1752,3.0969,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
152,3.1051,3.2426,-1,3.0867,3.2765,3.0804,3.6308,3.1445,3.1811,3.098,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
153,3.1057,3.2441,-1,3.0872,3.2765,3.0835,3.6402,3.1457,3.1811,3.0985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
154,3.1073,3.2472,-1,3.0872,3.2765,3.0846,3.6478,3.1457,3.1811,3.0996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
155,3.1079,3.2487,-1,3.0883,3.2765,3.0851,3.6517,3.1469,3.1838,3.0996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
156,3.1085,3.2495,-1,3.0904,3.2765,3.0862,3.6576,3.1518,3.1838,3.1018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
157,3.109,3.251,-1,3.0904,3.2765,3.0862,3.6596,3.1518,3.1838,3.1018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
158,3.1101,3.2518,-1,3.0926,3.2765,3.0867,3.6635,3.153,3.1844,3.1018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
159,3.1107,3.2518,-1,3.0926,3.2798,3.0872,3.6696,3.153,3.1858,3.1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
160,3.1135,3.2534,-1,3.0931,3.2848,3.0883,3.6799,3.1537,3.1871,3.1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
161,3.1146,3.2549,-1,3.0947,3.2848,3.0888,3.6819,3.1537,3.1898,3.104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
162,3.1152,3.2604,-1,3.0947,3.2857,3.0888,3.6861,3.1537,3.1904,3.1046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
163,3.1158,3.2612,-1,3.0947,3.2857,3.0899,3.7033,3.1537,3.1918,3.1057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
164,3.1163,3.2636,-1,3.0947,3.2907,3.0904,3.7144,3.1555,3.1925,3.1062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
165,3.1163,3.2636,-1,3.0953,3.3002,3.0915,3.719,3.1555,3.1938,3.1085,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
166,3.1163,3.2652,-1,3.098,3.3002,3.0926,3.7235,3.1555,3.1945,3.1085,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
167,3.1175,3.266,-1,3.0996,3.301,3.0937,3.7235,3.1568,3.1952,3.109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
168,3.1175,3.2676,-1,3.1002,3.3028,3.0937,3.7235,3.158,3.1972,3.1107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
169,3.118,3.2725,-1,3.1002,3.317,3.0937,3.7235,3.1599,3.2007,3.1113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
170,3.1186,3.2749,-1,3.1024,3.3179,3.0942,3.7282,3.1605,3.2007,3.1113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
171,3.1198,3.2782,-1,3.1024,3.3233,3.0953,3.7282,3.1605,3.202,3.1113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
172,3.1198,3.2782,-1,3.1035,3.3251,3.0953,3.7282,3.1605,3.2034,3.1118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
173,3.1203,3.279,-1,3.104,3.3261,3.0958,3.7352,3.1605,3.2069,3.1118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
174,3.1215,3.2857,-1,3.104,3.3298,3.0969,3.7496,3.1624,3.2076,3.1118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
175,3.1221,3.2857,-1,3.1051,3.3316,3.0975,3.757,3.1637,3.209,3.1124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
176,3.1232,3.2857,-1,3.1062,3.3335,3.098,3.7773,3.1637,3.209,3.1135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
177,3.1238,3.2916,-1,3.1079,3.3354,3.0991,3.7905,3.1649,3.2104,3.1135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
178,3.1249,3.2933,-1,3.1085,3.3391,3.0991,3.7932,3.1675,3.2111,3.1141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
179,3.1267,3.2933,-1,3.109,3.341,3.0996,3.8097,3.1713,3.2118,3.1141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
180,3.1267,3.2933,-1,3.1107,3.342,3.1002,3.8153,3.172,3.2168,3.1146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
181,3.1267,3.2941,-1,3.1107,3.3468,3.1002,3.8268,3.1739,3.2168,3.1146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
182,3.1267,3.2984,-1,3.1113,3.3478,3.1018,3.8386,3.1785,3.2168,3.1158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,3.1273,3.3019,-1,3.1113,3.3478,3.1024,3.8447,3.1791,3.2168,3.118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
184,3.1273,3.3028,-1,3.1118,3.3536,3.1046,3.8508,3.1811,3.2168,3.118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
185,3.1273,3.3036,-1,3.1118,3.3546,3.1051,3.8633,3.1818,3.2168,3.1198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
186,3.1284,3.3063,-1,3.1141,3.3556,3.1051,3.9172,3.1818,3.2168,3.1198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
187,3.129,3.3072,-1,3.1158,3.3625,3.1057,3.9172,3.1831,3.2182,3.1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
188,3.1296,3.3072,-1,3.1163,3.3635,3.1062,3.9508,3.1831,3.2182,3.1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
189,3.1308,3.3089,-1,3.1163,3.3686,3.1062,3.9788,3.1838,3.2182,3.1232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
190,3.1308,3.3098,-1,3.1186,3.3809,3.1062,3.9957,3.1838,3.2211,3.1238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
191,3.1308,3.3152,-1,3.1198,3.3809,3.1073,4.0462,3.1844,3.2218,3.1255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
192,3.1337,3.3206,-1,3.1198,3.384,3.1079,4.054,3.1864,3.2233,3.129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
193,3.1343,3.3233,-1,3.1215,3.3851,3.1085,4.1002,3.1864,3.2233,3.1296,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
194,3.1349,3.3233,-1,3.1221,3.399,3.1085,4.1355,3.1891,3.2248,3.1296,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
195,3.1355,3.3279,-1,3.1226,3.4001,3.1085,4.1518,3.1904,3.2248,3.1302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
196,3.1355,3.3316,-1,3.1238,3.4012,3.109,4.1599,3.1918,3.2248,3.1337,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
197,3.1391,3.3344,-1,3.1249,3.4023,3.1096,4.1811,3.1931,3.2255,3.1355,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
198,3.1391,3.3391,-1,3.1267,3.4034,3.1107,4.2104,3.1959,3.2262,3.1361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
199,3.1397,3.3391,-1,3.1273,3.4056,3.1113,4.2503,3.1979,3.2269,3.1373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
200,3.1397,3.3391,-1,3.1273,3.4067,3.1113,4.2596,3.1986,3.2291,3.1373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
201,3.1397,3.342,-1,3.1284,3.4101,3.1135,4.2823,3.1986,3.2306,3.1373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
202,3.1397,3.3429,-1,3.1296,3.4157,3.1135,4.2865,3.1986,3.2306,3.1391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
203,3.1397,3.3439,-1,3.1296,3.4168,3.1146,4.3279,3.1993,3.2321,3.1391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
204,3.1397,3.3478,-1,3.1314,3.4202,3.1146,4.3516,3.2013,3.2336,3.1397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
205,3.1403,3.3565,-1,3.1319,3.4283,3.1163,4.3615,3.202,3.2366,3.1403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
206,3.1409,3.3575,-1,3.1319,3.4283,3.1163,4.4123,3.2041,3.2381,3.1403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
207,3.1415,3.3605,-1,3.1331,3.4295,3.1169,4.5686,3.2055,3.2381,3.1403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
208,3.1433,3.3686,-1,3.1337,3.4306,3.118,4.7496,3.2076,3.2396,3.1415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
209,3.1445,3.3696,-1,3.1343,3.4401,3.1186,4.9666,3.2097,3.2396,3.1421,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
210,3.1451,3.3706,-1,3.1343,3.4498,3.1186,-1,3.2097,3.2411,3.1421,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
211,3.1457,3.3799,-1,3.1343,3.451,3.1186,-1,3.2104,3.2434,3.1439,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
212,3.1457,3.3809,-1,3.1349,3.4572,3.1198,-1,3.2111,3.2457,3.1445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
213,3.1457,3.3809,-1,3.1373,3.4572,3.1203,-1,3.2111,3.2472,3.1445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
214,3.1463,3.3893,-1,3.1379,3.4597,3.1221,-1,3.2118,3.2472,3.1457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
215,3.1475,3.3936,-1,3.1397,3.4622,3.1226,-1,3.2147,3.251,3.1469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
216,3.1487,3.3936,-1,3.1403,3.4634,3.1232,-1,3.2147,3.2518,3.1475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
217,3.15,3.399,-1,3.1403,3.4647,3.1232,-1,3.2154,3.2518,3.1481,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
218,3.15,3.4001,-1,3.1415,3.4685,3.1232,-1,3.2168,3.2526,3.1487,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
219,3.1518,3.4001,-1,3.1415,3.4724,3.1244,-1,3.2175,3.2565,3.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
220,3.1518,3.4012,-1,3.1433,3.4763,3.1244,-1,3.2175,3.2565,3.1512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
221,3.1518,3.4012,-1,3.1433,3.4802,3.1249,-1,3.2175,3.2573,3.1512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
222,3.1518,3.4023,-1,3.1439,3.4908,3.1249,-1,3.2182,3.2588,3.1512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
223,3.1518,3.4023,-1,3.1451,3.4908,3.1255,-1,3.219,3.2588,3.1518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
224,3.1518,3.4023,-1,3.1457,3.4908,3.1261,-1,3.219,3.2596,3.1518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
225,3.1518,3.4045,-1,3.1457,3.4962,3.1261,-1,3.2204,3.2612,3.1518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
226,3.153,3.4078,-1,3.1457,3.4976,3.1267,-1,3.2218,3.2612,3.1518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,3.1543,3.4112,-1,3.1463,3.5186,3.1273,-1,3.2218,3.262,3.1518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
228,3.1549,3.4112,-1,3.1469,3.5302,3.1284,-1,3.2218,3.2628,3.1518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
229,3.1549,3.4157,-1,3.1475,3.5302,3.1284,-1,3.2226,3.2652,3.1518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
230,3.1549,3.4191,-1,3.1481,3.5346,3.129,-1,3.2226,3.2652,3.1518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
231,3.158,3.4191,-1,3.1494,3.5452,3.129,-1,3.2269,3.2708,3.1518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
232,3.158,3.4225,-1,3.1494,3.5591,3.129,-1,3.2284,3.2725,3.1524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
233,3.1593,3.4283,-1,3.1512,3.5607,3.1296,-1,3.2284,3.2741,3.153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
234,3.1593,3.4283,-1,3.1512,3.5638,3.1296,-1,3.2291,3.2749,3.1543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
235,3.1605,3.4318,-1,3.1518,3.567,3.1319,-1,3.2314,3.2757,3.1549,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
236,3.1605,3.4353,-1,3.1518,3.5702,3.1325,-1,3.2336,3.2757,3.1549,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
237,3.1612,3.4365,-1,3.1524,3.5702,3.1325,-1,3.2366,3.2774,3.1561,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
238,3.163,3.4377,-1,3.153,3.5834,3.1331,-1,3.2366,3.2807,3.1586,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
239,3.163,3.4377,-1,3.1537,3.585,3.1343,-1,3.2381,3.2815,3.1599,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
240,3.1637,3.4401,-1,3.1549,3.5918,3.1349,-1,3.2381,3.2823,3.1612,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
241,3.1637,3.4401,-1,3.1555,3.6003,3.1367,-1,3.2381,3.2857,3.1612,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
242,3.1643,3.4449,-1,3.158,3.6003,3.1391,-1,3.2388,3.2874,3.1612,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
243,3.1643,3.4461,-1,3.1586,3.6038,3.1397,-1,3.2418,3.289,3.1612,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
244,3.1643,3.451,-1,3.1599,3.6038,3.1403,-1,3.2426,3.2907,3.1618,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
245,3.1649,3.4535,-1,3.1605,3.6144,3.1421,-1,3.2441,3.2907,3.163,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
246,3.1649,3.4584,-1,3.1605,3.6144,3.1427,-1,3.2457,3.2907,3.1637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
247,3.1656,3.4584,-1,3.1605,3.618,3.1433,-1,3.2457,3.2907,3.1643,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
248,3.1656,3.4609,-1,3.163,3.6216,3.1433,-1,3.2457,3.2907,3.1656,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
249,3.1662,3.4622,-1,3.1637,3.6216,3.1439,-1,3.2464,3.2916,3.1662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
250,3.1669,3.4634,-1,3.1649,3.6308,3.1445,-1,3.248,3.2916,3.1669,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
251,3.1675,3.4698,-1,3.1649,3.6326,3.1445,-1,3.2495,3.295,3.1669,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
252,3.1675,3.4789,-1,3.1656,3.6364,3.1451,-1,3.2495,3.295,3.1675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
253,3.1681,3.4868,-1,3.1669,3.6421,3.1457,-1,3.2534,3.2976,3.1675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
254,3.1681,3.4908,-1,3.1669,3.6498,3.1457,-1,3.2534,3.2993,3.1675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
255,3.1681,3.4962,-1,3.1669,3.6517,3.1463,-1,3.2534,3.3002,3.1688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
256,3.1694,3.5017,-1,3.1675,3.6556,3.1463,-1,3.2541,3.3019,3.1694,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
257,3.1701,3.5058,-1,3.1713,3.6615,3.15,-1,3.2573,3.3028,3.1694,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
258,3.1707,3.5058,-1,3.172,3.6635,3.1506,-1,3.2573,3.3028,3.1701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
259,3.1707,3.51,-1,3.1726,3.6676,3.1506,-1,3.2581,3.3045,3.1707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
260,3.172,3.51,-1,3.1726,3.6819,3.1506,-1,3.2612,3.3054,3.1707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
261,3.1726,3.5129,-1,3.1752,3.684,3.1512,-1,3.2612,3.3054,3.1707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
262,3.1733,3.5143,-1,3.1759,3.6861,3.1512,-1,3.2644,3.3089,3.1707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
263,3.1746,3.5171,-1,3.1759,3.7011,3.1518,-1,3.266,3.3125,3.1733,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
264,3.1772,3.5214,-1,3.1765,3.7122,3.1518,-1,3.2676,3.3125,3.1739,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
265,3.1772,3.5258,-1,3.1772,3.7212,3.1518,-1,3.2708,3.3125,3.1746,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
266,3.1778,3.5258,-1,3.1778,3.7328,3.1518,-1,3.2708,3.3125,3.1746,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
267,3.1791,3.5406,-1,3.1778,3.7375,3.1524,-1,3.2716,3.3134,3.1759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
268,3.1811,3.5482,-1,3.1798,3.7375,3.1543,-1,3.2716,3.3134,3.1759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
